reviewId,app_name,content,sentiment_polarity,sentiment
980c8f5e-71ec-4a51-8f37-00592e7905d1,Shopee,para mim é o melhor shopping online que surgiu respeita o cliente consumidor em todos os aspetos tempo de entrega excelente vários benefícios infinidade de lojas e produtos e ainda é um site super fácil de entender sem complicações não trava e tudo funciona muito bem,positive,happiness
fbd2a876-9f0f-4abe-82f9-f4b17fd8971e,Shopee,serviço de varejo muito bom o sistema de frete é ótimo e funciona muito bem há muitos produtos bons e recomendo que comprem sempre no início de setembro pois é a data de aniversário da sopre e tem muitas promoções ótimo aplicativo e não tive problemas com nenhuma compra ate agora,positive,happiness
d53d8ea8-0586-4b4f-bafa-2a110d80d5a3,Shopee,compro sem medo de não receber os produtos entrega rápido o que não estou gostando é que alguns vezes aparece no a que foi entregue sem ter sido de fato no outro dia ou dois dias depois é que vem entregar fico na dúvida se algum vizinho recebeu e não repassou mais não é um erro mesmo que precisa ser corrigido o mais rápido,positive,sadness
d52df159-2657-462b-a165-de72f0f5c262,Shopee,um a muito bom recomendo sempre comprei e nunca deu nenhum problema o único defeito é que vi na têm a opção de comprar qualquer coisa de cores diferentes na mesma loja vi têm que colocar uma de cada vez no carrinho a sopre poderia colocar essa opção quantidades e variações ficaria melhor fazer as compras e ajudaria os clientes nas suas compras não dou as estrelas por esse motivo chato e que já deveriam ter resolvido isso a tempos,positive,sadness
c4a26416-86f6-4d88-8a33-5bdfdf26af5c,Shopee,o aplicativo é muito bom fácil de usar e tem tudo que tipo de produtos até asiático rosto risonho com olhos sorridentes só me fez muita falta a podia ser arrumado que é mais opção na hora da compra exemplo eu quero comprar uma máscara facial tem vários opções e eu só posso escolher uma na compra no caso um tipo específico não posso comprar dois diferentes só se for dois iguais isso podia ser arrumado não queria fazer duas compras só para escolher outro tipo,positive,sadness
7fa37459-3d10-4a60-895d-ff19fbd0a429,Shopee,uma grande variedade de produtos vendedores atenciosos o único problema tem sido as entregas principalmente quando é feita por transportadora compra nacional demorando muito para ser entregue na maioria das vezes já o retorno com o suporte da sopre é rápido e o reembolso quando necessário é super rápido,positive,sadness
ad73e357-79b9-4084-b391-24be9da1c4b8,Shopee,alguns fretes são tão caros que nem o com de frete grátis ajuda em caso de fretes acima a deveriam haver copos de frete grátis de a ou ao menos de a mas no geral o de a resolve ou ajuda as vezes algum produto vem com problemas e nem sempre percebo no primeiro momento mas no geral os produtos são bons a maioria das entregas é rápida mas algumas demoram bastante enfim vale a pena e vou continuar comprando,positive,sadness
d0ee0189-2ce1-4f63-b1f4-e286b8a2ff26,Shopee,te gostando muito de comprar na sopre sinto a ultimamente estão se esforçando para melhorar cada vez mais o atendimento coisas a aconteciam como demorar ou vir faltando itens já não tem acontecido mais melhorou muito e em relação à copos de frete facilitou demais esse esquema de frete grátis a partir de tenho comprado com mais frequência agora por causa disso leve sopre,positive,happiness
9fbaece5-0d55-4cda-98c7-86abf75314ef,Shopee,a princípio funcionava tudo muito bem tem mais ou menos uns meses que não consigo efetuar compra com nenhum cartão de crédito porque ele simplesmente não aparece na hora que escolho a forma de pagamento entrei em contacto através do chato eles me deram várias orientações para tentar resolver apagar ache atualizar versão desinstalar e instalar novamente tentar usar a conta em outro aparelho e outras coisas mais simplesmente não consigo e ninguém resolve desisto,negative,anger
2854eefb-e6d9-48ca-82e9-07abfda0c500,Shopee,de longe o melhor a de compras nacional e internacional só alguns detalhes que precisam mudar o mais necessário deles na minha opinião é a criação de um botão para voltar a página inicial por várias vezes estou navegando por produtos em sequência e quando tento cessar a página tenho que voltar todos os produtos ou fechar o a e abrir de novo cansativo,positive,sadness
647d346d-525f-46ef-a3bc-7e31638ae2ca,Shopee,eu vou ter que corrigir minha classificação a sopre é um ótimo site para compras mas não tem política de reembolso quando os vendedores enviam mercadoria avariada ou diversa da que foi pedida não existe a opção de vi fazer a devolução inclusive aconteceu de eu comprar um produto e a loja depois ser banida nesse caso a sopre deveria fazer o reembolso então cuidado ao comprar coisas de alto valor ainda bem que meus prejuízos foram pequenos,negative,fear
b50174f8-2d05-4e39-b693-4402a295838e,Shopee,cancelaram duas compras minhas status do cancelamento falta de pagamento sendo que a compra fora feita na hora através do cartão de crédito questionei no chato que é um robô ninguém para responder algo plausível dessa vez o motivo foi vendedor inativo por mais de dias o reembolso caiu apenas uma parte dessa vez o que o robô registou foi que o reembolso pode ser feito em dois ciclos não compro mais nunca tive esse problema no aliexpress amazona e mercado livre recomendo,negative,anger
8412d72d-0799-4b24-a032-2fe1efc8e40d,Shopee,já tive experiência melhor na sopre antes conseguia comprar de boa com cartão de crédito agora não consigo mais sempre dá falha no pagamento sem contar que já entrei em contacto várias vezes com o suporte da sopre para solicitar o erro e nada é resolvido parece que estão fazendo de propósito para migrar mos para o aparcelado,negative,disgust
04d4dd98-c676-461a-a2e2-d841f74313d1,Shopee,diante de todas as compras que fiz a ultimamente deixa a desejar vale a pena devido as promoções de compra sem valor mínimo mas nem em toda loja funciona e os descontos nos fretes lembrem se não existe frete grátis para alguém sobra pagar esta conta a tive entregas que chegaram meia rápido assim como já tive as que deram muita dor de cabeça por demora nos correios ou problemas com as transportadoras que não tem canal de atendimento deve se prestar muita atenção nas descrições,negative,fear
2a278f67-43d2-418e-970a-09460cd193d3,Shopee,plataforma totalmente segura lá se o vendedor demorar a empacotar o seu pedido a própria choque notifica avisando que irá devolver o nosso dinheiro aplicativo muito bom e bem feito principalmente os copos de frete grátis que destaca na plataforma merece todas as estrelas do espaço nunca tive nenhum tipo de problema recomendo muito a sopre,positive,happiness
2d0a2e53-cbcd-48bd-9e8f-bfeeb69fd1c2,Shopee,até o momento minha experiência com a sopre tem sido muito boa podem melhorar na parte da avaliação onde temos todo o trabalho de tirar as fotos e gravar o vídeo e o a da sopre não salva as informações e se esbarrarmos o dedo sem querer na tecla voltar ou até mesmo se travar na hora de concluir a avaliação temos que começar tudo novamente isto tem que ser revisado pela equipe de ti com a maior urgência para pouparmos tempo e não precisarmos refazer tudo fica a dica,positive,sadness
e34748a2-10c5-4093-9577-a8e8568e70e4,Shopee,depois dessa última atualização estou tendo problemas com a compra no cartão de crédito algumas vezes diz que o pagamento falhou porém na segunda tentativa o pagamento é concluído porém outras vezes o pagamento simplesmente não vai o que acarreta eu cancelando as compras,negative,disgust
da50e5f5-259a-495a-aa38-9c5f6fd393e2,Shopee,até um mês atrás tive uns probleminhas mas foi resolvido só não gostei de um produto os demais eu amei mas porém depois que foi aberto a carteira chopppey cada vês que um produto que eu comprei e paguei é cancelado pela copo meu reembolso vai direto para essa maldita carteira chopppey que inclusive bloquearam é a quase um mês estou tentando desbloquear e não consigo infelizmente a copo não facilitou em nada no meu problema vou fechar o aplicativo copo para mim chega,negative,anger
adf288be-a573-44c8-b38d-42a5e8b171f6,Shopee,o a é bom já passei por uma muito ruim de um vendedor que me vendeu algo com defeito não conseguir trocar nem ter meu dinheiro de volta porque não consta na minha conta a compra fiquei com muita raiva e tenho até hoje dou as estrelas porque continuo comprando e não tive mais esse problema hoje em dia tiro pronto de tudo as entregas são rápidas e a mercadoria condiz com anúncio aconselho sempre a ler muito bem a descrição,positive,sadness
35dd28aa-4a77-4164-a908-2ef9fa40fe6e,Shopee,gosto do aplicativo para melhorar gostaria que a loja tivesse mais itens de informática e eletroeletrônicos como o aliexpress também gostaria que melhorassem a busca por produtos assim eu gostaria que quando eu achar um produto mas ele é internacional seria bom ter um botão que fizesse o sistema procurar para mim o mesmo produto só que de fornecedor nacional prefiro não precisar pagar taxa de importação em resumo acho muito melhor a sopre do que o concorrente dela,positive,sadness
51d82b88-d538-4e01-b6a2-00ba215a1a11,Shopee,uso há meses e até então tudo corria relativamente bem nunca tive problemas na minha última compra como faço todas as vezes tiro os dados do cartão cadastrado logo em seguida venho tentando tirar meus dados de cartão de crédito sem sucesso já falei com o suporte que em nada conseguiu me ajudar é uma pena não para mim mas para a sopre enquanto isso não se resolver não compro mais nada,negative,anger
e182a7de-699d-4f37-87fa-613a87135aa0,Shopee,eu amo o a tem realmente variedades de produtos mas para mim os dois únicos problemas é a a maioria dos fretes saem muito pesado então nem sempre compensa usar um com e o frete sair um absurdo de caro o segundo problema é a se eu fizer compra de ou mais eu tenho a pagar para cada objeto,positive,sadness
13918738-c5ea-4676-91cd-5581f3b9e0f1,Shopee,o que já era ruim piorou desde nenhum com selecionado aparece para finalizar a compra todos dentro das regras até mesmo o com de fidelidade ganho ao subir de nível funciona no chato não tem como enviar pronto dá erro e os inúteis dizem que nada podem fazer se só são garotos de recado passem o recado para que os que podem fazer alguma coisa façam aliás chamam aquilo de atendimento aliexpress amazona mercado livre sempre na frente sopre só em último caso,negative,anger
0cf77671-ed83-465b-898d-58562cca059a,Shopee,a sopre não está me dando as moedas no valor da compra e as vezes nem as da avaliação conforme vi procura um produto e vai abrindo o a ficando cada vez mais lento a ponto de travar e ter a fechar fora as bonificações a quase não existe mais frete grátis então quase não tem aumentou para o valor mínimo muito alto deixou de ser o melhor para ser igual a qualquer outro a,negative,anger
f1b56b19-5568-41ea-83b0-a9793c230a24,Shopee,estou gostando muito do a muito prático e fácil de usar nunca tive problemas com as compras que fiz atualizando ultimamente serviço de castramento e logística horrível,positive,sadness
12372a7c-3045-4daa-b885-f01ea628dd15,Shopee,o a é bom porém ultimamente tem estado muito lento e alguns copos recebidos são enganosos por exemplo diz que se vi comprar acima de não paga frete que é mentira mas tudo que compro até aqui chega pertinho por isso,positive,sadness
1b19757c-8872-4fad-b86e-946071af2ec0,Shopee,pontos positivos facilidade de compra variedade de produtos e preços acessíveis pontos negativos a cheio de bugs muitos travamentos copos de frete fale você aplica o com de frete grátis e ai quando vi escolhe o meio de pagamento o frete volta a ser cobrado mesmo quando diz que pode ser usado isso representa uma tremenda perda de tempo a maioria das entregas mesmo nacionais são super demoradas,negative,anger
e42c0be7-9386-442c-a1f2-4eef4bd739ca,Shopee,gosto de comprar compro bastante mas tenho algumas ressalvas os vendedores daqui alguns parecem que não quer vender as vezes nem responde o que pergunto e as entregas quase sempre são demoradas prefiro comprar da china muito mais barato vendedores atenciosos e as entregas são rápidas por ser de outro continente pena que não dá para ficar comprando mais por causa da taxa abusiva do governo federal,positive,sadness
3298e443-fa24-4bd0-96fa-930171b333d2,Shopee,até a gosto de comprar na sopre quase não tive problemas as compras quase sempre chegaram perfeitamente mas nos últimos dias as entregas não estão sendo concluídas tendo a pedir devolução de reembolso trazendo transtorno para o cliente está havendo muito erro do embalador e o produto a não chega ou produto errado fazem reembolso mas perco muito tempo na espera do meu dinheiro mesmo assim gosto muito dos preços baixos e os descontos de frete se melhorassem estas questões daria nota,positive,sadness
efa65c3b-86af-48fd-9aa0-b37424ca2781,Shopee,gostando muito porém sempre tem algo acontecendo dessa vez não tenho conseguido fazer vídeos nas avaliações as fotos vão de boa mas o outro não carrega e não é problema do aparelho pé consigo fazer vídeos nos outros após de compra mas notei que as entregas voltaram a ser agilizada e chegam antes do prazo isso para mim é de suma importância por causa desse por menor a nota mas recomendo,positive,sadness
f6084bcf-dac4-4b67-aa79-9a51174c4967,Shopee,um bom aplicativo porém o fato de você não saber por quem vai ser feita a entrega é horrível antes tinha como ver se era transportadora privada ou correios agora não tem como e isso é horrível ter que depender do stresse e da demora que os correios tem,negative,anger
208ed492-6416-46bd-9a28-53ff1b5069a1,Shopee,era muito bom hoje em dia apresenta erro de servidor falhas de carregamento e muita instabilidade nem imagino se for um smartphone antigo,negative,disgust
208ed492-6416-46bd-9a28-53ff1b5069a1_b,Shopee,realmente estou vendo melhoras significativas muito obrigada amo o a,positive,happiness
81881c30-27ab-4023-9160-f47d5a2861c2,Shopee,gosto de comprar na sopre polegar para cima pele clara mãos aplaudindo pele clara a plataforma é fácil de mexer normalmente tem boas promoções e considero os copos vantajosos em especial aqueles das lojas parceiras e os que proporcionam frete grátis com valores de compras a partir de a quadrado preto pequeno os vantagens até o momento que escrevo a avaliação quadrado preto pequeno aconselho verificar as pomos e os copos com frequência para um melhor aproveitamento rosto com olho piscando,positive,happiness
87e6cd11-3aca-4065-8827-1edf73045cda,Shopee,a questão das estrelas é porque a sopre precisa implementar um diferencial do mercado livre que é a opção do fulo as vezes agente precisa urgente um produto e na sopre não tem isso e a falta de responsabilidade dia vendedores colocar uma foto de um produto e enviam outro para seus cliente isso é uma falta de respeito precisa mudar isso logo a sopre em relação de preços estão de parabéns mais em conta os preços do a os rivais mãos aplaudindo pele clara mãos aplaudindo pele clara mãos aplaudindo pele clara,positive,sadness
04272c67-f7dd-4c2e-a07f-bd059aede034,Shopee,o frete cobrado está deixando muito a desejar já foi muito bom agora certas mercadorias são baratas mas o frete sai a o valor das mesmas não compensa é uma pena tenho desistido de comprar muitas coisas os dias do mês tipo a anuncia frete grátis não pude fazer uma única compra nessa condição dececionada,positive,sadness
ebb18b09-913f-4ce7-9862-cd5b2a560146,Shopee,arrumem esse bug não dá para ficar minutos no a a pessoa navega no a entra em anúncios similares e do nada o a trava a tela as vezes congela quando não congela você também não consegue entrar nas coisas clicadas e não não é meu aparelho celular já testei em todos os androide da casa e é a mesma coisa eu já cheguei a comprar coisas em outro a para não ter que passar por isso na sopre melhorem a experiência cliente a interface funcionalidade por,negative,anger
69f94f22-499f-4135-9f94-0f6db3e9d03a,Shopee,está cada vez melhor para empatar com a concorrência só falta uma logística que junte todos os pacotes de vendedores diferente em um único pacote e entregue tudo junto porquê as vezes compramos vários objetos pequenos de vendedores diferente e temos que ficar a semana toda recebendo pacotes o mercadolivre tem a opção de recebermos tudo em uma única entrega isso facilita muito nossa vida para não termos que deixar de resolver outras coisas esperando as entregas durante a semana toda,positive,sadness
7a2b3085-1baa-49bb-b78f-68a0768a4159,Shopee,eh eu gostei muito do aplicativo antes eu não ligava para isso aí foi só fazer uma compra e pronto me tornei cliente fiel da sopre não consigo querer comprar em outro aplicativo é bem fácil de usar claro tem seus defeitos também se é que eu posso jogar isso em cima da sopre é mais com as transportadoras tem um certo descaso com os clientes espero que no futuro tenha em todas as compras o código para receber o objeto sopre me tratou super rápida no meu reembolso estou satisfeita,positive,happiness
17428fc4-8f00-4c8c-8b38-b33b19219ea2,Shopee,os produtos e preços são muito bons os gráficos bem detalhados e fáceis de entender o que deixa a desejar mesmo é a demora para entregar o a compra sendo que o mercado livre tem a opção de entregar no mesmo dia ou no dia seguinte mas de resto gosto muito da sopre,positive,sadness
bc607a6e-4f9a-4909-b8c1-f1c4229167dc,Shopee,um bom aplicativo de fácil uso já fiz várias compras nele tem um bom suporte de fácil pagamento o lado ruim dele é que é difícil de ganhar copos de descontos não é como o da sei que você consegue vários copos se melhorasse isso ficaria perfeito afinal eu acho que as compras dele entrega mas rápido que o sei mas enfim é bom eu gosto,positive,sadness
055745a3-ca70-42eb-96bc-70ab30c81989,Shopee,o a tem muito a melhorar a começar pela sugestão de produtos às vezes você pesquisa algo sobre maquinagem e aparecem coisas como vibrador e outras coisas do ramo e não tem como você sinalizar que não quer ver produtos daquele tipo os jogos travam muito muito mesmo chega a ser irritante,negative,anger
170312ea-6815-4114-9b26-cfe8e9a51f1a,Shopee,a muito ruim de entrar trava muito para pesquisar e comprar um produto ou mesmo para colocar no carrinho demora dependendo da hora um minutos tenho outros aplicativos de compras e são todos rápidos à questão de segundos minutos,negative,disgust
170312ea-6815-4114-9b26-cfe8e9a51f1a_b,Shopee,em estou reavaliando por estar bem melhor de entrar e comprar pelo a tanto para pesquisas e tudo mais de compras e entrega perfeito,positive,happiness
98ea7089-fb2b-4717-b9b8-7fa838c58718,Shopee,em relação às lojas nunca tive problemas agora o serviço de entrega da sopre é simplesmente horroroso os entregadores quando não jogam a mercadoria por cima do portão deixa com terceiros tenho péssimas experiências com o serviço de entrega e pelos comentários muita gente está sendo prejudicada com isso dececionada já reclamei várias vezes mas isso continua,negative,disgust
8dadac95-8439-43d6-b213-bb20509eaead,Shopee,excelente aplicativo apresenta alguns bugs no mais possui uma excelente gama de produtos e variação de preços os fornecedores em sua maioria são nacionais o que nos confere maior conforto e segurança ao efetuar o pedido ganhando maior velocidade na entrega que este a continue crescendo cada vez mais e ajudando muita gente através do custo benefício de seus produtos,positive,happiness
dbd3c76d-8c1f-4527-8435-0e208c47ccc9,Shopee,gosto da plataforma de compras mas o a tem muitos bugs já reinstalei e continua tendo erros constantes no carregamento da página faz com que eu desista da compra muitas vezes frustrante como experiência de usuário,negative,disgust
e34bb958-fc27-4373-ba84-d1c8350544e7,Shopee,sopre quando queria fama era maravilhoso descontos de verdade copos que funcionavam de verdade hoje em dia quase nenhum com de frete grátis mesmo os sem valor mínimo funcionam de verdade muito mais vantajoso usar o aliexpress amazona principalmente pelas vantagens do prime e até mesmo o mercado livre,negative,anger
247ecf54-5885-4b6b-9988-172885f3f8a6,Shopee,a sopre me mostrou muitos artistas nacionais nesse período de taxas é muito bom saber que tem lojas bus incríveis que vendem produtos de excelente qualidade ainda é uma pena essas taxas estarem acabando com nossa liberdade de compra talvez esse não seja o termo certo mas sou leiga no assunto mas a sopre vem recompensando isso fora que o suporte técnico é excelente são pessoas muito carismáticas e sempre resolvem nossos problemas ou dúvidas,positive,happiness
c7140f14-ce6b-401e-8a67-4cfae0fa0a05,Shopee,compro a bastante tempo pontos a ser corrigidos e alguns produtos com selo de entrega grátis porém quando você finaliza o pedido eles adiciona um valor que seria da entrega outro ponto a melhorar seria do próprio aplicativo que está travando quase sempre,positive,sadness
51aaab4a-b2b3-4c6c-82c8-a4b70e611b72,Shopee,já foi um bom aplicativo de compra agora está deixando muito a desejar muito dececionada pois sempre comprei e gostei mais de uns tempos para cá vos tiraram os copos de frete grátis colocam qualquer loja para vender não selecionam as que tem compromisso com o cliente e não estão fazendo mais promoções que compensam voltem com os copos de frete grátis nos valores mais baixos e olhem bem as lojas que anunciam um produto e mandam outro só uma sugestão o a era meu favorito mais tem melhores,negative,disgust
b2b81bc7-07dd-493f-87c3-11e49e7ec18b,Shopee,fiz uma compra de um relógio em abril o mesmo só funcionou semana abri uma solicitação de reembolso obedeci todos os passos da devolução do produto e até há não realizaram o esterno da compra no meu cartão de crédito disseram que em até meses o crédito voltava estou insatisfeita com a política de devolução reembolso da empresa não passa credibilidade na pós venda no mercado livre isso não acontece e os atendestes não dão retorno e não sabe o que falar,negative,anger
6b66f3a0-5f41-479f-abc1-ed7032abe766,Shopee,a sopre é simplesmente incrível eu uso este aplicativo regularmente para fazer compras online e estou sempre impressionado com a variedade de produtos disponíveis e os ótimos preços além disso a experiência de compra é suave e conveniente a entrega é rápida e confiável e o atendimento ao cliente é excecional eu definitivamente recomendo o sopre a todos os meus amigos e familiares ótimo trabalho equipe sopre,positive,happiness
63230c21-f8cb-45fa-8f4d-fc05bd06eae2,Shopee,não é mais possível cessar a central do vendedor o aplicativo não tem opção para cessar a central de vendedor e não consigo mais cessar no navegador sem a central do vendedor não é possível gerar etiqueta e enviar o pedido uma falha grotesca da sopre é muita balança no aplicativo deveria ter um a exclusivo para vendedores que disponibilizaria as ferramentas necessárias mas a sopre não tá nem aí prós vendedores cobrando taxas absurdas e entregando a plataforma as traças,negative,anger
5a9bd1be-3161-4caa-8220-58399260adc8,Shopee,péssimo a cheio de coisas que não faz sentido nenhum difícil de acompanhar a rotar do seu pedido interface muito ruim cheio de cores parecer a para divertir crianças e o prazo de entrega nunca respeitado então resumindo estrela estrela brilhante eu não recomendo a shoppee melhor o mercado livre eu usei há mais de anos até agora nada à reclamar de mercado livre é vezes melhor que a shoppee,negative,anger
b7476343-848f-4514-ad7b-1e67ab1a8584,Shopee,eu gosto muito da sopre sempre tem algumas coisas diferentes e úteis lá única coisa que agora não está legal é as compras internacionais que estão ficando paradas na alfândega e muitas vezes o valor do imposto brasileiro é maior do que o preço do produto e do frete mais para compras nacionais é ótimo,positive,sadness
7ac44b66-5ea1-4806-801a-0afe5a0ea22d,Shopee,bom dia minha experiência com mais de compras finalizadas na super a mais de ano foi marcada até essa data com quatro compras que deram problemas uma de reais perdi tentei contacto e não obtive o esterno do valor as outras fui ressarcido pelo site e não tive perda mas estou gostando e recomendo o sopre sinto que a plataforma da sopa está bem mais melhor que antes,positive,sadness
11689c95-9579-4b31-9b6d-8755f49d09ff,Shopee,bom site de compras mas como faço várias compras algumas não se mostram satisfatórias o sistema de atendimento ao consumidor é fraco os atendestes não conseguem resolver os problemas o lixe e a equipe que fica responsável pelo atendimento posterior também não costuma ser eficaz,positive,sadness
06521fde-1a55-4ea4-97df-99da5bb2d70d,Shopee,não comprem nada que quebre ou estrague começaram a entregar as coisas jogando no chão sem tocar interface nem bater palma e eu estava em casa será que é mão difícil fazer a entrega correta ou meu quintal parece lixo infelizmente não comprarei mais nada pois já fiz duas reclamações e nada fizeram e foram várias entregas no chão sempre notificaram o entregador mas nada muda só na terceira vez me deram um formulário para preencher serviço de má qualidade,negative,anger
86bffebb-5270-4fb3-a4a7-99af0b57886b,Shopee,ótimo a com muitas promoções principalmente de frete grátis o melhor de todos da para por fotos e vídeos das compras nas avaliações tornando mais fácil pro outros avaliarem se vale a pena comprar aquele produto só deviam incluir o modo noturno de tela branco daquele jeito prejudica a visão o único problema que eu tenho é culpa dos vendedores tão demorando demais para encaminhar os produtos a gente já tem que esperar os correios e ainda esperar o vendedor deixa a espera mais longa ainda,positive,sadness
6263ed52-8bef-4198-8f51-e1f5c7501074,Shopee,estou gostando demais de comprar na sopre na sopre tem produtos ótimos sempre que preciso comprar algo corro lá para ver as opções e eles sempre tem o que estou precisando e com o melhores preços e quase sempre não pago taxa de entrega e isso é tudo de bom facilita muito na hora de fazer as compras sacolas de compras carrinho de compras estou gostando muito os produtos são entregues com muito capricho sempre bem embaladinhos adoro tudo isso e é muito fácil comprar na sopre pelo aplicativo só posso dizer muito obrigada,positive,happiness
53f31199-5e8b-4516-ad72-c2b08a406350,Shopee,gosto muito desse aplicativo nele você encontra vários produtos cozinha roupa maquinagem peta etc por um preço super acessível fora os copos de descontos que pode estar ajudando a diminuir ainda mais o valor da sua compra no total todas as minhas entregas chegaram nos dias previsto e meus produtos estavam todos muito bem embalados então sim gosto muito da sopre e super indico para qualquer um rosto mandando um beijo,positive,happiness
a1ad13de-52a9-4f28-bf33-d9862ce4befc,Shopee,interface e design simples de se compreender extrema variação de produtos e preços ótimos dependendo do produto recomendo a todos é o a de compras que mais utilizo nos últimos tempos sinal me liga,positive,happiness
8ae8f47f-1b8c-47e9-9e4e-b840effad5ee,Shopee,aplicativo poderia ser mais rápido demora demais para entrar nas loja ele trava demais e não é meu celular pois é o único que trava para fazer a compra e bom a para compra e ótimo problema é muito lento trava demais,positive,sadness
c0297784-da13-4c5c-8768-8a975125125f,Shopee,apesar dos travamentos gosto muito da usabilidade do a mas nas últimas semanas não tenho conseguido usar eu abro e ele fecha sozinho toda hora já tentei fazer tantas coisas já desinstalei e instalei de novo já limpei o ache já forcei parada já entrei e saí da minha conta já fiz de tudo e mesmo assim continua a mesma coisa infelizmente não tá sendo possível nem usar o a,negative,disgust
f35b429b-0397-4eaf-a4bc-f45e1a72bf23,Shopee,o a em se é ótimo fácil acesso castramento de correio acessível as vezes não atualiza o que gera dúvidas descrição dos produtos avisos sobre as importações e risco de ser taxado algo que não tinha e atualizaram nas vendas internacionais mas queria que tivesse mais opções de forma de pagamento como cartões de débito tirando isso após quase um ano de uso meus pedidos no a e minha experiência com ele estão sendo incríveis,positive,sadness
c46c76e4-779c-4003-99bf-6a4bea53186b,Shopee,o a é uma ótima opção de compra a única coisa chata é que tudo que compra a entrega é individual ex se compra um lápis numa loja e um batom em outra chega tudo individual tinha que ter um lugar para juntar todos os pedidos da mesma pessoa e mandar todos juntos igual a concorrência ajudava a gente e o meio ambiente e o que eu penso pó isso não dei estrelas,positive,sadness
