reviewId,app_name,content,sentiment_polarity,sentiment
7fa37459-3d10-4a60-895d-ff19fbd0a429,Shopee,variedade produto vendedor atencioso único problema ser entrega principalmente fazer transportadora compra nacional demorar entregar retorno suporte sopre rápido reembolso necessário super rápido,positive,sadness
ad73e357-79b9-4084-b391-24be9da1c4b8,Shopee,frete caro frete grátis ajudar caso frete acima dever copo frete grátis resolver ajudar algum produto problema percebo produto bom entrega rápido demor enfim valer pena ir continuar comprar,positive,sadness
d0ee0189-2ce1-4f63-b1f4-e286b8a2ff26,Shopee,gostar comprar sopre sinto ultimamente esforçar melhorar atendimento coisa acontecer demorar vir faltar item acontecer melhorar copo frete facilitar esquema frete grátis comprar frequência causa levar sopre,positive,happiness
9fbaece5-0d55-4cda-98c7-86abf75314ef,Shopee,princípio funcionar consigir efetuar compra nenhum cartão crédito simplesmente aparecer hora escolher pagamento entrar contacto chato dar várias orientação resolver apagar achar atualizar versão desinstalar instalar novamente conta outro aparelho coisa simplesmente consigir ninguém resolver desisto,negative,anger
2854eefb-e6d9-48ca-82e9-07abfda0c500,Shopee,bom compra nacional internacional detalhe precisar mudar necessário opinião criação botão voltar página inicial várias navegar produto sequência tentar cessar páginar voltar produto fechar abrir cansativo,positive,sadness
647d346d-525f-46ef-a3bc-7e31638ae2ca,Shopee,ir corrigir classificação sopre bom site compra político reembolso vendedor enviar mercadoria avariado diversa pedido existir opção ver devolução acontecer comprar produto loja banir caso sopre dever reembolso cuidado comprar coisa alto prejuízo pequeno,negative,fear
b50174f8-2d05-4e39-b693-4402a295838e,Shopee,cancelar compra status cancelamento pagamento ser compra fazer hora cartão crédito questionei chato robô ninguém responder plausível motivo vendedor inativo Dias reembolso cair robô registar reembolso fazer ciclo compro problema aliexpress amazonar mercado livre recomer,negative,anger
8412d72d-0799-4b24-a032-2fe1efc8e40d,Shopee,experiência bom sopre conseguir comprar cartão crédito consizer falha pagamento contar entrar contacto várias suporte sopre solicitar erro resolver fazer propósito migrar mos aparcelar,negative,disgust
04d4dd98-c676-461a-a2e2-d841f74313d1,Shopee,compra fiz ultimamente deixar desejar vale pena devido promoção comprar mínimo loja funcionar desconto frete lembr existir frete grátis alguém sobrar pagar conta entrega chegar meia rápido dar muito dor cabeça demor correio problema transportadora canal atendimento prestar muito atenção descrição,negative,fear
2a278f67-43d2-418e-970a-09460cd193d3,Shopee,plataforma totalmente seguro vendedor demorar empacotar pedir próprio choque notifico avisar devolver dinheiro aplicativo fazer principalmente copo frete grátis destacar plataforma merecer estrela espaço nenhum problema recomer sopre,positive,happiness
2d0a2e53-cbcd-48bd-9e8f-bfeeb69fd1c2,Shopee,experiência sopre ser melhorar avaliação trabalho tirar foto gravar vídeo sopre salvar informação esbarrarmos dedo querer tecla voltar travar hora concluir avaliação começar novamente revisar equipe ti urgência pouparmos precisarmos refazer ficar dica,positive,sadness
e34748a2-10c5-4093-9577-a8e8568e70e4,Shopee,último atualização ter problema Compra cartão crédito pagamento falhar tentativa pagamento concluir pagamento simplesmente acarreta cancelar compra,negative,disgust
da50e5f5-259a-495a-aa38-9c5f6fd393e2,Shopee,probleminha resolver gostar produto amei abrir carteira chopppey vês produto compr paguei cancelar copo reembolso direto maldita carteiro chopppey bloquear quase tentar desbloquear com si infelizmente copo facilitar problema ir fechar aplicativo copo eu chegar,negative,anger
adf288be-a573-44c8-b38d-42a5e8b171f6,Shopee,passei ruim vendedor vender defeito conseguir trocar dinheiro voltar constar contar compra fiquei muito raiva hoje dar estrela continuar comprar problema hoje dia tiro pronto entrega rápir mercadoria Condiz anúncio aconselho ler descrição,positive,sadness
35dd28aa-4a77-4164-a908-2ef9fa40fe6e,Shopee,gosto aplicativo melhorar gostar loja item informático eletroeletrônico aliexpress gostar melhorar busca produto gostar achar produto internacional botão fizesse procurar eu produto fornecedor nacional prefiro precisar pagar taxa importação resumo achar melhor sopre concorrente,positive,sadness
51d82b88-d538-4e01-b6a2-00ba215a1a11,Shopee,uso correr relativamente problema último compra tiro dar cartão cadastrar seguir venho tentar tirar dado cartão crédito sucesso falar suporte conseguir ajudar pena eu sopre resolver compro,negative,anger
e182a7de-699d-4f37-87fa-613a87135aa0,Shopee,amo realmente variedade produto mim único problema frete sair pesar compensa frete sair absurdo caro problema fizer compra pagar objeto,positive,sadness
13918738-c5ea-4676-91cd-5581f3b9e0f1,Shopee,ruim piorar nenhum selecionado aparecer finalizar compra regra fidelidade ganhar subir funcionar chato enviar pronto erro inútel garoto recar par recar algum façam aliás chamar atendimento aliexpress amazonar mercado livre frente sopre caso,negative,anger
0cf77671-ed83-465b-898d-58562cca059a,Shopee,sopre dar moeda compra avaliação conforme ver procurar produto abrir ficar lento travar fechar bonificação quase existir frete grátis quase aumentar mínimo alto deixar bom igual outro,negative,anger
f1b56b19-5568-41ea-83b0-a9793c230a24,Shopee,gostar prático fácil problema compra fiz atualizar ultimamente serviço castramento logístico horrível,positive,sadness
12372a7c-3045-4daa-b885-f01ea628dd15,Shopee,ultimamente lento copo recebir enganoso ver comprar acima pagar frete mentira compro chegar pertinho,positive,sadness
1b19757c-8872-4fad-b86e-946071af2ec0,Shopee,positivo facilidade compra variedade produto preço acessível negativo cheio bugs travamento copo Frete fale aplicar frete grátis ai ver escolhe pagamento frete volta cobrar usar representar tremenda perdo entrega nacional super demorar,negative,anger
e42c0be7-9386-442c-a1f2-4eef4bd739ca,Shopee,gostar comprar compro ressalva vendedor de aqui parecer vender responder pergunto entrega quase demorar prefiro comprar China barato vendedor atencioso entrega rápir outro continente pena ficar comprar causa taxa abusivo governo federal,positive,sadness
3298e443-fa24-4bd0-96fa-930171b333d2,Shopee,gostar comprar sopre quase problema compra quase chegar perfeitamente último dia entrega ser concluído ter pedir devolução reembolso trazer transtorno cliente haver erro embalador produto chegar produto errar reembolso perco esperar dinheiro gostar preço baixo desconto frete melhorar questão dario nota,positive,sadness
efa65c3b-86af-48fd-9aa0-b37424ca2781,Shopee,gostar acontecer conseguir vídeo avaliação foto outro carregar problema aparelho pé consigo vídeo compra notei entrega voltar agilizar chegar prazo eu sum importância causo nota recomer,positive,sadness
f6084bcf-dac4-4b67-aa79-9a51174c4967,Shopee,aplicativo fato fazer entrega horrível transportadora privado correio horrível depender strer demor correio,negative,anger
208ed492-6416-46bd-9a28-53ff1b5069a1,Shopee,hoje dia apresentar erro servidor falho carregamento muito instabilidade imaginar smartphone antigo,negative,disgust
208ed492-6416-46bd-9a28-53ff1b5069a1_b,Shopee,realmente ver melhora significativo amo,positive,happiness
81881c30-27ab-4023-9160-f47d5a2861c2,Shopee,gostar comprar sopre polegar pele claro mão aplaudir pele claro plataforma fácil mexer normalmente bom promoção considero copo vantajoso especial loja parceiro proporcionar frete grátis valor compra quadrado preto pequeno vantagem escrevo avaliação quadrado preto pequeno aconselho verificar pomo copo frequência bom aproveitamento olho piscar,positive,happiness
87e6cd11-3aca-4065-8827-1edf73045cda,Shopee,estrela sopre precisar implementar diferencial mercado livre opção fulo agente precisar urgente produto sopre responsabilidade dia vendedor colocar foto produto enviar outro cliente respeito precisar mudar sopre preço parabéns contar preço rival mão aplaudir pele claro mão aplaudir pele claro mão aplaudir pele claro,positive,sadness
04272c67-f7dd-4c2e-a07f-bd059aede034,Shopee,frete cobrar deixar desejar certo mercadoria barato frete sair mesmo compensa pena desister comprar muito coisa dia anunciar frete grátis puder único compra condição dececionar,positive,sadness
ebb18b09-913f-4ce7-9862-cd5b2a560146,Shopee,arrumer bug ficar minuto pessoa navega entrar anúncio similar trar tela congela congela conseguir entrar coisa clicar aparelho celular testar androidir casa mesmo cheguei comprar coisa outro passar sopre melhor experiência cliente interfacar funcionalidade,negative,anger
69f94f22-499f-4135-9f94-0f6db3e9d03a,Shopee,bom empatar concorrência logístico junte pacote vendedor diferente único pacote entregar junto compramos objeto pequeno vendedor diferente ficar semana receber pacote mercadolivre opção receberr único entrega facilito vida termos deixar resolver coisa esperar entrega durante semana,positive,sadness
7a2b3085-1baa-49bb-b78f-68a0768a4159,Shopee,eh gostar aplicativo ligar compra pronto tornar cliente fiel sopre consigo querer comprar outro aplicativo fácil claro defeito jogar sopre transportadora certo descaso cliente esperar futuro compra código receber objeto sopre tratar super rápir reembolso satisfazer,positive,happiness
17428fc4-8f00-4c8c-8b38-b33b19219ea2,Shopee,produto preço bom gráfico detalhado fácil entender deixar desejar demor entregar compra ser mercado livre opção entregar dia dia seguinte resto gostar sopre,positive,sadness
bc607a6e-4f9a-4909-b8c1-f1c4229167dc,Shopee,aplicativo fácil uso fiz várias compra em ele suporte fácil pagamento ruim difícil ganhar copo desconto conseguir copo melhorar ficar perfeito afinal achar compra entregar rápido enfim gosto,positive,sadness
055745a3-ca70-42eb-96bc-70ab30c81989,Shopee,melhorar começar sugestão produto pesquisar maquinagem aparecer coisa vibrador coisa ramo sinalizar produto jogo travam chegar irritante,negative,anger
170312ea-6815-4114-9b26-cfe8e9a51f1a,Shopee,ruim entrar trar pesquisar comprar produto colocar carrinho demor depender hora minuto aplicativo compra rápido segundo minuto,negative,disgust
170312ea-6815-4114-9b26-cfe8e9a51f1a_b,Shopee,reavaliar melhor entrar comprar pesquisa compra entregar perfeito,positive,happiness
98ea7089-fb2b-4717-b9b8-7fa838c58718,Shopee,loja problema serviço entregar sopre simplesmente horroroso entregador jogar mercadoria portão deixar terceiro péssima experiência serviço entregar comentário muito gente ser prejudicar dececionar reclameier várias continuar,negative,disgust
8dadac95-8439-43d6-b213-bb20509eaead,Shopee,excelente aplicativo apresentar bugs possuir excelente gamar produto variação preço fornecedor nacional conferir conforto segurança efetuar pedir ganhar velocidade entregar continuar crescer ajudar muito gente custo benefício produto,positive,happiness
dbd3c76d-8c1f-4527-8435-0e208c47ccc9,Shopee,gosto plataformar compra bugs reinstalei continuar ter erro constante carregamento págino desista compra muitas frustrante experiência usuário,negative,disgust
e34bb958-fc27-4373-ba84-d1c8350544e7,Shopee,sopre querer fama maravilhoso desconto verdade copo funcionar verdade hoje dia quase nenhum frete grátis mínimo funcionar verdade vantajoso aliexpress amazonar principalmente vantagem prime mercado livre,negative,anger
247ecf54-5885-4b6b-9988-172885f3f8a6,Shopee,sopre mostrar artista nacional período taxa loja bu incrível vender produto excelente qualidade pena taxa estar acabar liberdade compro termo certo leiga assunto sopre recompensar suporte técnico excelente pessoa carismático resolver problema dúvida,positive,happiness
c7140f14-ce6b-401e-8a67-4cfae0fa0a05,Shopee,compro corrigir produto selo entregar grátis finalizar pedir adicionar entregar outro melhorar aplicativo travar quase,positive,sadness
51aaab4a-b2b3-4c6c-82c8-a4b70e611b72,Shopee,aplicativo comprar deixar desejar dececionar comprar gostar tempo tirar copo frete grátis colocar loja vender selecionar compromisso cliente fazer promoção compensar voltar copo frete grátis valor baixo olher loja anunciar produto mandar outro sugestão favorito bom,negative,disgust
b2b81bc7-07dd-493f-87c3-11e49e7ec18b,Shopee,fiz compra relógio abril funcionar semana abri solicitação reembolso obedeci passo devolução produto realizar esterno compra cartão crédito dizer crédito voltar insatisfeito político devolução reembolso empresa passar credibilidade pós venda mercado livre acontecer atendeste retorno falar,negative,anger
6b66f3a0-5f41-479f-abc1-ed7032abe766,Shopee,sopre simplesmente incrível uso aplicativo regularmente compra online impressionar variedade produto disponível ótimos preço experiência compra suave conveniente entrega rápido confiável atendimento cliente excecional definitivamente recomendar sopre amigo familiar ótimo trabalho equipe sopre,positive,happiness
63230c21-f8cb-45fa-8f4d-fc05bd06eae2,Shopee,cessar central vendedor aplicativo opção cessar central vendedor consigir cessar navegador central vendedor gerar etiqueta enviar pedir falha grotesco sopre muito balança aplicativo dever exclusivo vendedor disponibilizar ferramento necessário sopre tá prós vendedor cobrar taxa absurr entregar plataforma traço,negative,anger
5a9bd1be-3161-4caa-8220-58399260adc8,Shopee,péssimo cheio coisa sentido nenhum difícil acompanhar rotar pedir interface ruim cheio cor parecer divertir criança prazo entregar respeitar resumir Estrela estrela brilhante recomendar shoppee bom mercado livre usei ano reclamar mercado livre bom Shoppee,negative,anger
b7476343-848f-4514-ad7b-1e67ab1a8584,Shopee,gostar sopre coisa diferentes útil único legal compra internacional ficar parar alfândegar muitas impor brasileiro preço produto freter compra nacional bom,positive,sadness
7ac44b66-5ea1-4806-801a-0afe5a0ea22d,Shopee,dia experiência compra finalizar super ano marcar datar compra dar problema real perdi contacto obtiver esterno ressarcir site perdar gostar recomer sopre sinto plataformar sopa bom,positive,sadness
11689c95-9579-4b31-9b6d-8755f49d09ff,Shopee,site compra várias compra mostrar satisfatória atendimento consumidor fraco atendeste conseguir resolver problema lixe equipe ficar responsável atendimento posterior costumar eficaz,positive,sadness
06521fde-1a55-4ea4-97df-99da5bb2d70d,Shopee,compr quebre estraguer começar entregar coisa jogar chão tocar interface bater palmo casa mão difícil entrega correta quintal lixo infelizmente comprarar fiz reclamação fizer várias entrega chão notificar entregador mudar dar formulário preencher serviço má qualidade,negative,anger
86bffebb-5270-4fb3-a4a7-99af0b57886b,Shopee,bom muito promoção principalmente frete grátis melhor foto vídeo compra avaliação tornar fácil pro avaliar vale pena comprar produto dever incluir modo noturno tela branco jeito prejudico visão único problema culpa vendedor demorar encaminhar produto gente esperar correio esperar vendedor deixar esperar longo,positive,sadness
6263ed52-8bef-4198-8f51-e1f5c7501074,Shopee,gostar comprar sopre sopre produto ótimos preciso comprar corro opção precisar bom preço quase pagar taxa entregar facilita hora compra sacolo compra carrinho compra gostar produto entregar capricho embaladinho adorar fácil comprar sopre aplicativo,positive,happiness
53f31199-5e8b-4516-ad72-c2b08a406350,Shopee,gosto aplicativo em ele encontrar produto cozinhar roupa maquinagem Peta etc preço super acessível copo desconto ajudar diminuir compra total entrega chegar dia prever produto embalar gosto sopre super indico mandando beijo,positive,happiness
a1ad13de-52a9-4f28-bf33-d9862ce4befc,Shopee,interface design simples compreender extremo variação produto preço ótimol depender produto recomer compra utilizar último tempo sinal liga,positive,happiness
8ae8f47f-1b8c-47e9-9e4e-b840effad5ee,Shopee,aplicativo poder rápido demor entrar loja trar celular único trar compra compra bom problema lento trar,positive,sadness
c0297784-da13-4c5c-8768-8a975125125f,Shopee,apesar travamento gostar usabilidade último semana conseguir abro fechar sozinho hora tanto coisa desinstalei instalei limpei achar forçar parada entrar saí contar fiz continuar mesmo infelizmente tá ser,negative,disgust
f35b429b-0397-4eaf-a4bc-f45e1a72bf23,Shopee,bom fácil acesso castramento correio acessível atualizar gerar dúvida descriçãor produto aviso importação risco taxar atualizar venda internacional querer opção pagamento cartão débito tirar quase ano uso pedir experiência ser incrível,positive,sadness
c46c76e4-779c-4003-99bf-6a4bea53186b,Shopee,ótimo opção compra único chato compra entregar individual ex compra lápis loja batom chegar individual juntar pedido mesmo pessoa mandar junto igual concorrência ajudar gente ambiente pensar pó dar estrela,positive,sadness
308f0678-67d5-4c31-b88c-f4542d1ab1f2,Shopee,alguém suporte acontecer último compra aplicativo abrir ficar piscar tela branco Preta desinstalei instalei novamente várias pedido preciso resolver pensar celular aplicativo funcionar normalmente achar estranho desligar conta deixar abrir notebook proporcionar plantar,negative,fear
990b5bad-b27b-4d51-a2f5-09f8ae00e729,Shopee,chegar embalar deixar desejar entrega entregadore vir entregar bairro gostar encomenr chegar embalar garantir sopre recebermos produto reembolso,positive,sadness
efaf7e87-129f-4c94-97ab-0d55b48c093d,Shopee,sopre bom aplicativo loja onliner virar cliente ver sopre começar fracassar compra ficar dia atualizar aonde produto ficar dia trânsito cidade centro logístico próximo atualizar jeito nenhum adorar aplicativo contar transportadora odiar simplesmente horrível melhor transportadora gostar perder cliente ver indignar,negative,anger
88ca4bd5-193d-47e7-8705-07e795c1da52,Shopee,recompensas diária funcionar chegar abreapp pesar algum bugdifícil muito balança coisa compr aparecer aba comprar dizer comprar lobacho ruim apagar coisa comprar avaliei estrele coisa vier certo continuar aparecer aba produto comprar gerênciar certo lista negro colocar compra ruim,negative,anger
4b9822b3-8c0f-45e4-8fc3-95362eeb97d5,Shopee,castramento entregar funcionar loja entrego próprio empresa entregar pedir confirmar pedir entregar ser entregador ligar cliente pedir assinatura entregar pessoa receber pedir entregador super treinar experiência cliente rastrear produto aplicativo impossível obter código horrível,negative,anger
f9bec5e0-31cb-4b79-a638-2b546ff92d22,Shopee,experiência incrível produto comprar arrepender nenhum bom economizar grana diversos decoração roupa ténis tecnologia retornar dinheiro caso gostir produto vir defeito várias loja virtual produto ver loja indicar filtrar preço produto ver comprar abaixar comprar,positive,happiness
241f82da-c306-4033-b69b-8c91df39b18d,Shopee,fácil poder encontrar casa vestuário ir reavaliar estrela conto opção entrego plataforma poder opção escolher empresa realizar entregar problema correio transportadora acontecer algum imprevisto entregador diferente castramento,positive,sadness
517e1cb4-c252-449b-ac15-6e93ee698e94,Shopee,surpreer preço baixo super recomer fiz várias compra dou estrela motivo copo frete grátis limitar demora ganhar copo ultimamente desisti compra sugar ver conseguir alterar pagamento conseguir adicionar nenhum ver seleciona regressar ficar único reclamar concertem,positive,sadness
7861530d-e696-4f34-a8cf-d7307f5c2767,Shopee,dar perfeito empresa sopre entregar copo frete aduaneira pagamento taxa ficar complicado compra cobrançar taxa aparecer produto chegar taxa pagar enter,negative,anger
a43ea812-afba-48ed-ae9f-09f058f7152d,Shopee,bom pequeno compra entregar produto demor ser território brasileiro problema passar pagamento por certo consertarar falha apesar demorar,positive,happiness
c3aa19b3-7a91-4703-8b43-639be54c3b37,Shopee,amar comprar sopre receber produto rápido direitinho igualzinho imagem descrição embalar ir continuar comprar preço ótimos barato produto ótima qualidade aplicativo fácil loja organizado recomer sopre comprar adorar experiência,positive,happiness
0ae40fc8-2828-414b-8588-c3fa3fcbfdea,Shopee,sopre alto baixo alterar avaliação acordo experiência insatisfeitar demor vendedor pôr produto pedir cancelar várias demor vendedor postar melhorar sopre,negative,anger
f0c55bb5-4036-44a4-a34a-07b59bf02dfa,Shopee,comprar shopeee problema mercadoria chegar funcionar faltar produto Mercadoria perder transporte situação reembolsar rapidamente aborrecimento dou nota plataformo ir continuar comprar,positive,happiness
07961e38-a2c1-46e3-80f7-579f76df76a0,Shopee,muito gente reclamar aplicativo lento funcionar chupa cabrar acesso dado financeiro agendar localizaçãor compra histórico etc explicar aplicativo lento foco vender produto dado transmiti Los,negative,fear
ad64251d-f8b6-4579-b675-7ee5cc7b4e8c,Shopee,produto bom entrega ser rápir entanto reembolso frete dor cabeça comprar aparecer entrega padrão informar transportadora frete absurr ser acima produto pensar continuarar comprar plataforma virar comum vendedor enviar produto errado exigir devolução produto reembolso ultrajante,negative,anger
c2e0eef0-2df5-4438-bdc6-80c3b658a31f,Shopee,demora chegar produto compra nacional demor quase pessoa conhecer demor selecionar pessoa chegar entrega rápir infelizmente péssimo entregar atraso entrega entregar produto mão errar,negative,anger
5d2bc5cf-99b6-4418-8346-53df9d6dc741,Shopee,péssimo quisto segurança alguém usar dado cartão cadastrar sopre compra aprovar limite insuficiente falha segurança dar sopre amém falha segurança consigir adicionar foto produto solicitar reembolso pedir unidade produto enviar respeito,negative,anger
e22ee3d3-1182-4588-a23d-1a139c1cd985,Shopee,gostar carregar rapidamente parecer pesar ilustração atender modelo celular indico adquirir arrepender,positive,happiness
64cd5cb3-ff64-4a03-9e26-f78f13eaed3f,Shopee,ser experiência positivo gostar comprar item problema conseguir devolver reembolsar gente compra pagamento pia cancelar devolução quase imediato copo promocional legal acho legal vendedor enviar prazo automaticamente pedir cancelado fazer devolução pagar,positive,happiness
8521b189-d6b4-4a48-9585-6514bc7adbd1,Shopee,aplicativo ate quase compra fiz em ele vier problema muitas condizr anúncio desistir aplicativo passar problema devolver compra algum motivo algum problema defeito muitas paciência vendedor ai,negative,anger
e969493d-4808-4506-9b11-873c6793f1c8,Shopee,muito variedade produto Recebo compro gostar caso produto vir errar devolver ficar rifar reembolso sopre resolver entrar conversa dar certo,positive,sadness
d793d24f-d82e-45e1-a375-096366235c09,Shopee,funcionar fácil navegar único problema busco encontrar mensagem encontrar mostrar lista aleatório produto opção moeda prémio dia lembro cessar jogo bolha página encontrar jogo bolha ficar extremamente lento fechar reiniciar novamente,positive,sadness
9042ed27-e231-45d2-b4b3-13560469b989,Shopee,facilitar processo comprar passar segurança cliente precisar melhorar desempenho trar pessoa conseguir clicar precisar esperar segundo fechar abrir novamente confio desenvolver resolver afinal lucrar kkkkk abo,positive,sadness
c9235a5b-6c57-4bbd-aaf2-67afbfd837f0,Shopee,muito variedade produto tá simplesmente horrível demor eternidade carregar foto avaliação bugs demora abrir anúncio produto tá lento,negative,disgust
94b16ff0-5169-459b-a99a-7b16933441c4,Shopee,compro ano valor produto conta único reclamação mercadoria levar chegar destino passar centro logístico sugestão mercadoria poder entregar maneira rápido padrão super rápido cobrar pequeno taxa,positive,sadness
e9baea84-e94d-41b4-adc2-c23988e5fd4a,Shopee,começar comprar sopre adorar início experimentar valio pena realmente compensa correto responsável receber prazo preço ótimos funcionar normalmente fácil acessibilidade comprar regra garantir compra verdadeiro nota,positive,happiness
6d56a454-a5d8-4674-9527-e596c3bf135c,Shopee,pedir chegar prever ótimo qualidade bom preço parabéns indicar família polegar polegar polegar polegar polegar bom vendedor praticar produto existir valor induzir compra errar propaganda enganoso compro acabar aprender aborrecer deparo valor,positive,sadness
b914ec19-496e-4219-8fd6-53477d7c6d3e,Shopee,produto qualidade embalar preço variar produto caber bolso sair contar comprar sopre entrega chegar prazo prazo indico baixa começar compra carrinho compra sacolo compra aproveitar sorte olho piscar,positive,happiness
9b24ef8a-f273-4736-b808-ff790c4f6f9e,Shopee,viciar arreper instalar variedade enorme dica leer atenção descrição produto olho detalhe foto vídeo compra chegar prazo determinar,positive,happiness
2ebc7ae4-84b1-4933-b26e-5caa9c96e0e7,Shopee,sugestão sopre poder função nota fiscal eletrónico igual certo concorrente faltar segurança permitir compra seguro certos produto muito compra fiz faltar função deixar comprar medo insegurança certos produto vendedor enviar nota fiscal enviar colar dure ficar impossível tirar danificá lo,positive,sadness
a08d2eb9-2ba6-4fc2-996b-558bb3735643,Shopee,resumir pouco palavra sopre sopre displicente burocrático entregar pedir entregar demor horror reembolso esqueci pensar caso ver querer vender algum plataformo vendedor caso ver querer excluir conta venda excluir usuário comprador ridículo magaziner luza,negative,anger
ef9f28fe-f50b-48a1-837d-12a5540e8201,Shopee,sopre bom consigo frete grátis endereço simplesmente decidir frete grátis válido real deixar caro pagar frete maneira ilusão servir algum melhorar sopre frete grátis,negative,anger
6ba5fb74-2ea9-4079-9d56-6d371b329203,Shopee,se logística horrível compro consigir rastrear informar transportadora trazer pacote rastreio atrasar ocorrer demora reclamar chato resolver transportadoro parceiro endereço colocar destinatário encontrar fico urgência pacote devolver ter,negative,anger
6ac7e135-2554-4df7-a2d5-c06726be0327,Shopee,excelente fiz várias compra entregar prazo excelente suporte transparência costumar olhar comentário pessoa comprar algum produto qualidade poder confiar propagandar vendedor Merda comentário recomer único problema taxação governo maldito imposto chegar caro produto enfim façamos polegar pele morena clara polegar pele moreno claro,positive,sadness
a84b0239-6a73-4a1e-9f85-9abcbd02b70b,Shopee,preço bom reembolso demorar complicado acabo usar pé prático cuidar golpes esposo comprar item de aí loja cancelar entrar contacto whatsapp pedir pagamento novamente ver pia enfim perder pia produto,negative,fear
6a2bfdc1-c2f3-4abd-bf22-78099973a876,Shopee,aplicativo sonho ótimos produto preço entregar super rápir plataforma pesadelo media dia receber produto nacional pé internacional paguei mercadorio viajar pai data compra chegar usar justificativa alto demandar criador plataforma criar esperar vender colar desculpinha deceção sopre,negative,anger
1dc4eff9-2e8d-4414-9bb9-6d509da23e47,Shopee,adoro melhorar comprometimento vendedor sopre dever algum cobrança vendedor resposta dúvida chato vendedor responder vejo reclamação descaso vendedor demor responder melhorar serviço entrega sofri Entrega realizar estar entregar,positive,sadness
4f95fe7c-dc5c-4edf-8eda-4126d77cdd70,Shopee,início fiquei preocupado comprar produto passei confiar site aplicativo retirada Correios problema ansiedade suporto fila gigantescar entregador contratar sopre fazer trabalho semana comprar preciso gosto compro site direto sopre levemente sorridente raramente acontecer eu melhor preciso encontro,positive,happiness
